Brand Name,Fragrance Name,Family,Main Accords,Key Characteristics / Comparisons,Notes Breakdown - Top,Notes Breakdown - Middle,Notes Breakdown - Base,Sillage Performance,Longevity Performance,Wearability Gender,Wearability Best Seasons,Wearability Time of Day,Fragrantica Page,Concentration,Bottle volume (ml),Opened,Batch number,Production date,Expiration date,Barcode,Extra information,Perfumer,Launch year,Ingredients,Thumbnail image,Extra bottle,"Personal rating
(1 worst to 10 best)",Woman likes
Fragrance World,Green Sapphire,Oriental Woody,"Woody, powdery, musky, earthy, amber, warm spicy, sweet, fruity, vanilla, mossy","Woody oriental, unisex. Opens fruity/fresh, aromatic heart (forest greenery), warm woody base. Balances freshness with opulent oriental characteristics. Reminds of Green Sapphire Boadicea the Victorious (7 votes), Epic Man Amouage (2 votes).","Violet Leaves, Raspberry, Saffron","Pine needles, Cashmeran, Cypriol","Sandalwood, Cedarwood, Vanilla, Amber, Musk, Moss",Moderate,"Moderate, Long lasting","Unisex, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Fragrance-World/Green-Sapphire-109253.html,EDP,100,07/2025,L2.FWM/14040/3,09/2023,09/2028,6291106487060,,Unknown,2021,"Alcohol Denat., Fragrance (Parfum), Water (Aqua/Eau), Limonene, Linalool, Citral, Citronellol, Geraniol, Coumarin, Benzyl Benzoate, Alpha-Isomethyl Ionone",https://fimgs.net/mdimg/perfume-thumbs/375x500.109253.avif,,,
Fragrance World,Midori,Oriental Woody,"citrus, fruity, aromatic, green, woody, fresh","Highly-rated ""clone"" of Parfums de Marly Greenley. Community reviews highlight its fresh, vibrant, and juicy green apple opening, paired with woody and musky undertones. It's praised for being a versatile, all-seasons scent that's particularly refreshing in warmer weather. Reviewers also note its good projection but sometimes mention it has weaker longevity than the original.","Sicilian bergamot, Mandarin, Green Apple, Cashmere Wood","Cedar, Orange Blossom, Violet, Fruits","Oakmoss, Musk, Amber",Moderate,Moderate,"Unisex, More male","Spring, Summer",Day,https://www.fragrantica.com/perfume/Fragrance-World/Midori-119906.html,EDP,100,08/2025,L5/FWM/16413/1,05/2025,05/2030,620459852316,Tester,Unknown,2025,Alcohol Denat. Fragrance (Parfum) Water (Aqua) Bergamot Oil Green Apple Extract Lemon Oil Jasmine Extract Peony Extract Freesia Extract Amber Resin Patchouli Oil Musk Compounds Coumarin Linalool Citral Geraniol,https://fimgs.net/mdimg/perfume-thumbs/375x500.119906.avif,,,
Fragrance World,Mocha Wood,Aromatic,"Warm Spicy, Woody, Rose, Sweet, Tobacco, Coffee, Amber, Nutty, Vanilla, Aromatic","Praised by reviewers as a rich, warm, and inviting gourmand-woody scent with prominent notes of coffee, hazelnut, rose, and spices, often compared to Boadicea the Victorious Hero and sharing a similar vibe with Montale Intense Cafe and Mancera Roses Vanille, and is best suited for cold weather, evenings, or date nights. Smells expensive, gourmand (mochaccino/hot chocolate). Rose and tobacco dominant. Coffee note subtle. Improves with maceration","Coffee, Saffron, Hazelnut, Rhubarb, Ylang-Ylang","Rose, Tobacco, Tonka Bean, Patchouli, Sandalwood","Indian Oud, Siam Benzoin, Guaiac Wood, Balsam Fir","Moderate, Strong","Long lasting, Moderate","Unisex, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Fragrance-World/Mocha-Wood-96819.html,EDP,100,07/2025,L5/FWM/15068/1,07/2024,07/2029,607952041365,Tester,Unknown,2023,"Alcohol denat, Parfum (Fragrance) Aqua (Water) 
",https://fimgs.net/mdimg/perfume-thumbs/375x500.96819.avif,,,
Fragrance World,Oud Wonder,Woody Aromatic,"Woody, Warm Spicy, Aromatic, Oud, Fresh Spicy, Balsamic, Powdery, Amber, Vanilla, Sweet","Woody-oriental, centered on agarwood. Blends warm spices, creamy sandalwood, smoky vetiver. Compared to Tom Ford's Oud Wood (""extremely close""). Subtle, soft projection. Masculine, professional","Brazilian Rosewood, Agarwood, Oud, Cardamom","Sandalwood, Sichuan Pepper, Vanilla","Tonka Bean, Vetiver, Amber","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Fragrance-World/Oud-Wonder-107715.html,EDP,100,07/2025,L3/FWM/15935/1,01/2025,01/2030,6291108326657,,Unknown,2024,"alcohol denat, parfum (fragrance), aqua (water), limonene, linalool, citronellol, hydroxycitronellal, geraniol, benzyl salicylate, alpha isomethyl ionone, coumarin, citral, eugenol, cinnamyl alcohol, cinnamal, benzyl benzoate, benzyl alcohol, isoeugenol, cinnamaldehyge",https://fimgs.net/mdimg/perfume-thumbs/375x500.107715.avif,,,
Fragrance World,Star Men Nebula,Oriental Woody,"woody, whiskey, warm spicy, amber, vanilla, citrus, fruity, sweet, powdery, earthy","Well-performing, warm, masculine, woody-oriental scent with prominent boozy malt, patchouli, and vanilla notes, serving as a clone of Thierry Mugler A*Men Pure Malt; due to its rich, warm, and spicy profile, it is best suited for cooler days in the fall and winter. Special scent for vibrant, confident male. Smoothed with sweet coffee. Elegant and sophisticated. Good value","Fruity Notes, Orange, Bergamot","Whiskey, Malt, Patchouli, Coffee, Cedar","Amber, Vanilla, Peat, Musk","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Fragrance-World/Star-Men-Nebula-101351.html,EDP,100,07/2025,L3/FWM/14669/1,04/2024,04/2029,6291108326442,,Unknown,2010,"ALCOHOL DENAT., AQUA/WATER/EAU, PARFUM/FRAGRANCE, METHYL CYCLODEXTRIN, ETHYLHEXYL SALICYLATE, LIMONENE, BUTYL METHOXYDIBENZOYLMETHANE, LINALOOL, CITRAL, ALCOHOL, TRIS CITRATE, FARNESOL, TETRASODIUM GLUTAMATE DIACETATE, EXT. D&C VIOLET NO. 2 (CI 60730), FD&C BLUE NO. 1 (CI 42090), FD&C RED NO. 4 (CI 14700)",https://fimgs.net/mdimg/perfume-thumbs/375x500.101351.avif,,,
Fragrance World,Venti Green Tweed,Aromatic Fougere,"woody, powdery, amber, iris, ozonic, citrus, aquatic, animalic, balsamic, violet","Excellent ""clone"" of Creed Green Irish Tweed (GIT), with some noting similarities to Davidoff Cool Water. Reviewers emphasize its fresh, clean, green, and slightly soapy character, with prominent lemon verbena, violet leaf, and a distinct green tea note. Praised for being versatile and suitable for all seasons, though its refreshing nature makes it particularly ideal for warmer days. It generally offers good longevity and projection",Lemon Verbena and Iris,Violet Leaf,Sandalwood and Ambergris,"Moderate, Strong","Moderate, Long lasting",Male,"Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Fragrance-World/Venti-Green-Tweed-107788.html,EDP,100,,L6/FWM/16500/1,05/2025,05/2030,6290360379067,Made in UAE,Unknown,2024,UNKNOWN,https://fimgs.net/mdimg/perfume-thumbs/375x500.107788.avif,,,
Franck Olivier,Blue Touch,Woody Aromatic,"citrus, green, aromatic, woody, musky, ozonic, fresh, aquatic, sweet","Affordable, fresh, clean, woody aromatic scent with prominent notes of citrus (lemon, tangerine), melon, and green notes, often cited as an excellent and highly similar clone of Giorgio Armani Acqua di Giò EDT (and sometimes Acqua di Giò Profondo or Versace Pour Homme), making it best suited for warm weather, specifically spring and summer days. Great value. Smells great","Lemon, Bergamot, Green Notes, Tangerine, Pink Pepper","Melon, Patchouli, Woody Notes, Vetiver, Sage, Galbanum","Musk, Oakmoss, Amber","Moderate, Strong","Moderate, Long lasting","Male, More male","Spring, Summer",Day,https://www.fragrantica.com/perfume/Franck-Olivier/Blue-Touch-18486.html,EDP,100,06/2025,24/03/019003/10,03/2024,UNDEFINED,3516642130113,,Mark Buxton,2011,"Alcohol Denat., Aqua (Water), Parfum (Fragrance), Hydroxycitronellal, Ethylhexyl Methoxycinnamate, Cinnamal, CI 45350 (Yellow 8)
",https://fimgs.net/mdimg/perfume-thumbs/375x500.18486.avif,,,
French Avenue,Liquid Brun,Woody Oriental,"warm spicy, sweet, vanilla, cinnamon, white floral, powdery, citrus, aromatic, musky, amber","Highly-praised, cost-effective clone of Parfums de Marly Altaïr, featuring a smooth, sweet, mass-appealing blend of bourbon vanilla, cinnamon, orange blossom, and powdery woods, offering good performance that makes it a versatile, signature-scent candidate though its warmth and richness shine best in cooler weather (Fall/Winter) or for evening use","Cinnamon, Orange Blossom, Cardamom and Bergamot",Bourbon Vanilla and Elemi,"Praline, Ambroxan, Guaiac Wood and Musk","Strong, Moderate","Long lasting, Moderate","More male, Unisex","Winter, Fall","Night, Day",https://www.fragrantica.com/perfume/French-Avenue/Liquid-Brun-94713.html,EDP,100,,L6/FWM/16129/2,03/2025,03/2030,3290360375694,Made in UAE,Unknown,2024,"Alcohol Denat, Parfum (Fragrance), Aqua (Water), Cinnamal, Citral, Eugenol, Geraniol, Isoeugenol, Limonene, Linalool",https://fimgs.net/mdimg/perfume-thumbs/375x500.94713.avif,,,
Geoffrey Beene,Grey Flannel,Oriental Woody,"aromatic, powdery, violet, green, woody, earthy, citrus, mossy, floral, fresh spicy","Classic, ""old-school"" aromatic green fragrance. Community reviews highlight its polarizing but unique character, with a prominent powdery violet note combined with green and woody accords. It's often compared to the violet note in Dior Fahrenheit but is much greener and sharper. Its clean yet complex profile makes it a versatile, year-round fragrance, with its fresh character shining in spring and summer, and its warm, powdery dry-down working in cooler weather","Galbanum, Petitgrain, Neroli, Bergamot and Lemon","Violet, Iris, Geranium, Mimosa, Narcissus, Sage and Rose","Oakmoss, Vetiver, Cedar, Tonka Bean and Almond","Strong, Moderate","Long lasting, Moderate","Male, Unisex","Winter, Spring, Fall","Day, Night",https://www.fragrantica.com/perfume/Geoffrey-Beene/Grey-Flannel-4608.html,EDT,120,09/2025,4NA2,10/2024,UNDEFINED,719346021807,Tester,Andre Fromentin,1975,"ALCOHOL DENAT., WATER/AQUA/EAU, PROPYLENE GLYCOL, PARFUM/FRAGRANCE, ALPHA-ISOMETHYL IONONE, ANISE ALCOHOL, BENZYL ALCOHOL, BENZYL BENZOATE, BENZYL SALICYLATE, CITRAL, CITRONELLOL, COUMARIN, FARNESOL, GERANIOL, HEXYL CINNAMAL, AL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, LIMONENE, LINALOOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.4608.avif,,,
Giardino Dei Sensi,Legni Mediterranei For Men,Woody Aromatic,"marine, woody, amber, aromatic, salty, aquatic","Community reviews note a ""chlorine-musky"" aquatic feel and liken it to Givenchy Insense Ultramarine, Bath & Body Works Teakwood, and Abercrombie & Fitch Fierce. Its fresh and marine notes make it a great companion for warm weather, and reviewers praise its longevity for the price","Sea Notes, White Woods, Amber",N/A,N/A,"Moderate, Intimate","Moderate, Weak","Male, More male","Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Giardino-Dei-Sensi/Legni-Mediterranei-For-Men-29118.html,EDT,100,08/2025,1245034,03/2024,UNDEFINED,8011483050118,,Unknown,2015,"Alcohol denat., Aqua (water), Parfum (fragrance), Citronellol, Coumarin, Linalool, Limonene, Citral",https://fimgs.net/mdimg/perfume-thumbs/375x500.29118.avif,,,
Giorgio Beverly Hills,Giorgio for Men,Oriental Woody,"woody, warm spicy, earthy, patchouli, honey, sweet, floral, mossy, amber, powdery","Great value, high-quality, long-lasting. Classic, bold, and intense Aromatic Woody Chypre scent built around a powerful blend of honey, oakmoss, patchouli, amber, and cinnamon, retaining a reputation as a 1980s powerhouse that offers great longevity and value; it shares the rich, uncompromising vintage style of scents like Kouros or Lagerfeld Classic, and is best for year-round evening wear or cooler days (Fall/Winter) due to its deep, assertive, and warm character","Aldehydes, Orange, Bergamot, Fruity Notes","Patchouli, Rose, Carnation, Cinnamon, Sandalwood, Cedar, Orris Root","Honey, Oakmoss, Benzoin, Amber, Musk, Vanilla, Tonka Bean","Strong, Moderate","Long lasting, Eternal","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Giorgio-Beverly-Hills/Giorgio-for-Men-1891.html,EDT,100,07/2025,Y24221C,02/2024,UNDEFINED,719346536325,,"Fred Hayman, Gale Hayman",1984,"ALCOHOL DENAT., AQUA/WATER/EAU, PARFUM/FRAGRANCE, METHYL CYCLODEXTRIN, ETHYLHEXYL SALICYLATE, LIMONENE, BUTYL METHOXYDIBENZOYLMETHANE, LINALOOL, CITRAL, ALCOHOL, TRIS CITRATE, FARNESOL, TETRASODIUM GLUTAMATE DIACETATE, EXT. D&C VIOLET NO. 2 (CI 60730), FD&C BLUE NO. 1 (CI 42090), FD&C RED NO. 4 (CI 14700)",https://fimgs.net/mdimg/perfume-thumbs/375x500.1891.avif,,,
Giorgio Beverly Hills,Red for Men,Leather,"aromatic, fresh spicy, herbal, woody, leather, mossy, warm spicy, earthy, floral, amber","Bold, ""old-school"" leather fragrance. Community reviews highlight its complex, spicy, and woody profile with a prominent leather, oakmoss, and amber dry-down. It's often compared to other 80s ""powerhouses"" like Montana Parfum d'Homme and Drakkar Noir for its intensity and vintage character. Its rich, dense scent makes it best suited for colder days (fall/winter) and evening wear","Artemisia, Caraway, Basil and Bergamot","Carnation, Juniper Berries, Geranium, Thyme, Rose and Jasmine","Leather, Oakmoss, Amber, Patchouli and Cedar","Strong, Moderate","Long lasting, Moderate","Male, More male","Winter, Fall, Spring","Day, Night",https://www.fragrantica.com/perfume/Giorgio-Beverly-Hills/Red-for-Men-5233.html,EDT,100,10/2025,Y23904A,09/2023,UNDEFINED,719346536349,,Jean-Charles Niel,1991,",DENAT,PARFUM.FRAGRANCE,WATER,AQUA,EAU,PROPYLENE,GLYCOL,PENTAERYTHRITYL,TETRA-DI-T-BUTYL,HYDROXYHYDROCINNAMATE,ALPHA-ISOMETHYL,IONONE,BENZYL,BENZOATE,BENZYL,SALICYLATE,CITRAL,CITRONELLOL,COUMARIN,EUGENOL,GERANIOL,HYDROXYCITRONELLAL,LIMONENE,LINALOOL,BUTYL,METHOXYDIBENZOYLMETHANE,ETHYLHEXYL,METHOXYDIBENZOYLMETHANE,ETHYLHEXYL,METHOXYCINNAMATE,EXT.VIOLET 2,(CI 60730) ORANGE 4(CI 15510) RED 4(CI 14700)YELLOW 5(CI 19140)",https://fimgs.net/mdimg/perfume-thumbs/375x500.5233.avif,,,
Givenchy,Gentleman Eau de Toilette Originale,Woody Aromatic,"woody, patchouli, earthy, animalic, warm spicy, musky, honey, powdery, leather, aromatic","Powerful, sophisticated, and distinctly ""old-school"" masculine scent built around dirty, earthy patchouli, leather, oakmoss, and honey with an animalic touch; it is highly polarizing, best for cold weather and formal evenings, and is often compared to the patchouli-dominant structure of Roja Danger Pour Homme or even a ""cleaner"" Kouros","Honey, Rose, Cinnamon, Tarragon, Bergamot and Lemon","Patchouli, Cedar, Orris Root and Jasmine","Patchouli, Leather, Civet, Oakmoss, Vetiver, Musk, Amber and Vanilla","Strong, Moderate","Long lasting, Moderate","Male, More male","Fall, Winter, Spring","Night, Day",https://www.fragrantica.com/perfume/Givenchy/Gentleman-1974-2965.html,EDT,100,10/2025,4A01,01/2024,UNDEFINED,3274872444126,"Réf. P011181
Formula 16670

UK reseller KT12 4NH",Paul Leger,1974,ALCOHOL • AQUA (WATER) • PARFUM (FRAGRANCE) • PEG-40 HYDROGENATED CASTOR OIL • BUTYL METHOXYDIBENZOYLMETHANE • ALPHA-ISOMETHYL IONONE • DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE • COUMARIN • HYDROXYCITRONELLAL • LINALOOL • LIMONENE • HEXYL CINNAMAL • CITRONELLOL • EUGENOL • CINNAMYL ALCOHOL • GERANIOL • BENZYL ALCOHOL • FARNESOL • CITRAL • BENZYL BENZOATE • CINNAMAL • ISOEUGENOL • BENZYL SALICYLATE • CI 14700 (RED 4) • CI 19140 (YELLOW 5),https://fimgs.net/mdimg/perfume-thumbs/375x500.2965.avif,,,
Givenchy,Givenchy pour Homme,Woody Spicy,"woody, citrus, aromatic, lavender, earthy, powdery, fresh spicy, amber, soft spicy, violet","Timeless, clean, and elegant woody-spicy scent that reviewers praise for its sophisticated, masculine, and inoffensive character, featuring dominant notes of Mandarin Orange, Grapefruit, Coriander, and Cedar, is occasionally compared to a lighter, less sweet Dolce & Gabbana The One or Lalique Pour Homme but is noted for its distinctive fresh-woody profile, and is widely considered a highly versatile fragrance, though it is ideal for Spring and Summer and office wear due to its fresh, non-cloying nature","Mandarin Orange, Grapefruit, Coriander and Violet",Vetiver and Lavender Extract,Cedar and Labdanum,"Moderate, Strong","Moderate, Long lasting","Male, More male","Spring, Fall, Summer, Winter","Day, Night",https://www.fragrantica.com/perfume/Givenchy/Givenchy-pour-Homme-37.html,EDT,100,,,,,,Tester,Alberto Morillas and Ilias Ermenidis,2002,ALCOHOL • PARFUM (FRAGRANCE) • AQUA (WATER) • LIMONENE • LINALOOL • BUTYL METHOXYDIBENZOYLMETHANE • ALPHA-ISOMETHYL IONONE • PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE • CITRAL • GERANIOL • CITRONELLOL • CINNAMAL,https://fimgs.net/mdimg/perfume-thumbs/375x500.37.avif,,,
Givenchy,Pi,Oriental Woody,"vanilla, amber, sweet, almond, aromatic, nutty, fruity, warm spicy, fresh spicy, anis","Seminal, warm, Oriental Woody scent, celebrated for its unique, gourmand blend of almond, vanilla, and benzoin over a woody-herbal base, smelling like a warm, sweet, and comforting treat; it is highly praised as a sensual, all-weather evening or cold-weather day fragrance, often compared to the vanilla-almond structure of Parfums de Marly Pegasus","Mandarin Orange, Tarragon, Rosemary and Basil","Anise, Neroli, Geranium and Lily-of-the-Valley","Vanilla, Almond, Tonka Bean, Benzoin and Cedar","Moderate, Strong","Moderate, Long lasting","Unisex, More male","Winter, Fall, Spring","Night, Day",https://www.fragrantica.com/perfume/Givenchy/Pi-39.html,EDT,100,10/2025,3M01,12/2023,UNDEFINED,3274872395572,"Tester
Réf. P522178

UK reseller KT12 4NH",Alberto Morillas,1998,"ALCOHOL, AQUA (WATER), PARFUM (FRAGRANCE), COUMARIN, ETHYLHEXYL METHOXYCINNAMATE, LIMONENE, LINALOOL, BUTYL METHOXYDIBENZOYLMETHANE, BUTYLE-NE GLYCOL DICAPRYLATE/DICAPRATE, CITRO-NELLOL, BHT, CITRAL, BENZYL BENZOATE, GERANIOL, ISOEUGENOL, ALPHA-ISOMETHYL IONONE, CI 19140 (YELLOW 5), TOCOPHEROL, CI 14700 (RED 4)",https://fimgs.net/mdimg/perfume-thumbs/375x500.39.avif,,,
Gres,Cabochard Eau de Parfum 2019,Chypre,"woody, mossy, leather, earthy, green, aldehydic, aromatic, animalic, fresh, patchouli","Classic, dry, and intense chypre. Community reviews highlight its polarizing leathery, smoky, and aldehydic character with a strong, sharp galbanum opening. It is often compared to other ""bossy"" and ""old-school"" leather chypres, like Robert Piguet Bandit and Aramis Aramis. Its dark, serious, and assertive profile makes it a definitive fragrance for colder days and formal evening wear","Galbanum, Aldehydes and Sage","Ylang-Ylang, Jasmine and Rose","Oakmoss, Leather, Patchouli and Sandalwood","Moderate, Strong","Long lasting, Moderate","Unisex, More female","Winter, Fall, Spring","Night, Day",https://www.fragrantica.com/perfume/Gres/Cabochard-Eau-de-Parfum-2019-55533.html,EDP,100,09/2025,LOL24,11/2024,UNDEFINED,7640171192437,Tester,Bernard Chant,1959,"ALCOHOL DENAT, AQUA (WATER), PARFUM (FRAGRANCE), ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, ALPHA-ISOMETHYL, IONONE, HYDROXYCITRONELLAL, HEXYL CINNAMAL, EUGENOL, LINALOOL, LIMONENE, GERANIOL, CITRONELLOL, BENZYL BENZOATE, CITRAL, ISOEUGENOL, CINNAMYL ALCOHOL, BENZYL SALICYLATE, BENZYL ALCOHOL, FARNESOL, CINNAMAL, CI 14700 (RED 4), CI 19140 (YELLOW 5), CI 17200 (RED 33)",https://fimgs.net/mdimg/perfume-thumbs/375x500.55533.avif,,,
